title,studio,domestic_gross,foreign_gross,year
Young Goethe in Love,MBox,162000.0,5600000,2011
11-11-11,Rocket,32800.0,5700000,2011
Certified Copy,IFC,1400000.0,4099999,2011
Thank You (2011),UTV,464000.0,5000000,2011
The Company Men,Wein.,4400000.0,441000,2011
Tucker & Dale Vs. Evil,Magn.,224000.0,4500000,2011
London Boulevard,IFC,16100.0,4600000,2011
Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000,2011
The Names of Love,MBox,514000.0,4099999,2011
Burke and Hare,IFC,4800.0,4300000,2011
King of Devil's Island,FM,7600.0,4200000,2011
Bride Flight,MBox,501000.0,3700000,2011
Trollhunter,Magn.,253000.0,3900000,2011
Carancho,Strand,85500.0,3900000,2011
Like Crazy,ParV,3400000.0,336000,2011
The Double,Imag.,138000.0,3600000,2011
Love Crime,IFC,540000.0,3100000,2011
Incendies (U.S. only),SPC,2100000.0,1500000,2011
Martha Marcy May Marlene,FoxS,3000000.0,548000,2011
Machine Gun Preacher,Rela.,539000.0,2800000,2011
The Last Circus,Magn.,40500.0,3200000,2011
From Prada to Nada,LGF,3000000.0,123000,2011
Flypaper,IFC,5000.0,3100000,2011
Take Shelter,SPC,1700000.0,1400000,2011
The Greatest Miracle,KKM,555000.0,2500000,2011
Rapt,Lorb.,45800.0,2900000,2011
Pastorela,LGF,161000.0,2700000,2011
The Double Hour,Gold.,1500000.0,1200000,2011
3 (2011),Strand,60000.0,2600000,2011
Oranges and Sunshine,Cohen,143000.0,2400000,2011
Ong Bak 3,Magn.,14900.0,2300000,2011
Poetry,Kino,356000.0,1900000,2011
The Tree,Zeit.,71200.0,2100000,2011
"The Butcher, the Chef and the Swordsman",CL,47900.0,2000000,2011
Armadillo,Lorb.,14600.0,2000000,2011
Brighton Rock,IFC,230000.0,1600000,2011
A Somewhat Gentle Man,Strand,37700.0,1800000,2011
The Topp Twins: Untouchable Girls,Argo.,29300.0,1800000,2011
Another Earth,FoxS,1300000.0,456000,2011
Chalet Girl,IFC,1700.0,1700000,2011
Yamla Pagla Deewana,Eros,993000.0,600000,2011
Uncle Boonmee Who Can Recall His Past Lives,Strand,184000.0,946000,2011
London River,Libre,7200.0,1100000,2011
When We Leave (Die Fremde),Olive,19600.0,1100000,2011
Vanishing on 7th Street,Magn.,22700.0,1000000,2011
The Time That Remains,IFC,32900.0,1000000,2011
Texas Killing Fields,Anch.,45500.0,912000,2011
Miral,Wein.,373000.0,527000,2011
Submarine,Wein.,468000.0,397000,2011
Mozart's Sister,MBox,708000.0,132000,2011
Plastic Planet,FRun,3200.0,836000,2011
Chillar Party,UTV,6300.0,826000,2011
The First Grader,NGE,332000.0,382000,2011
Dhobi Ghat (Mumbai Diaries),UTV,577000.0,102000,2011
No One Killed Jessica,UTV,441000.0,193000,2011
Korkoro,Lorb.,8200.0,619000,2011
Blackthorn,Magn.,201000.0,423000,2011
How I Ended This Summer,FM,8700.0,614000,2011
The Ledge,IFC,9200.0,602000,2011
Heartbeats,IFC,68700.0,520000,2011
Kaboom,IFC,119000.0,421000,2011
Protektor,FM,3000.0,469000,2011
The Other Woman,IFC,25400.0,427000,2011
Rage (Rabia),Strand,5600.0,403000,2011
The Human Resources Manager,FM,64000.0,329000,2011
7 Khoon Maaf,UTV,270000.0,94700,2011
Another Happy Day,P4,8500.0,347000,2011
The Mill and the Cross,KC,312000.0,30300,2011
Special Treatment,FRun,8900.0,286000,2011
Illegal (2011),FM,700.0,289000,2011
Black Death,Magn.,22600.0,243000,2011
Le Quattro Volte,Lorb.,153000.0,103000,2011
Caterpillar,Lorb.,4200.0,248000,2011
Little Girl (La Pivellina),FRun,1400.0,236000,2011
"If I Want to Whistle, I Whistle",FM,12100.0,220000,2011
The Robber,Kino,83500.0,125000,2011
Henry's Crime,MPFT,103000.0,102000,2011
Film Socialisme,Lorb.,33000.0,159000,2011
Leap Year (2011),Strand,13000.0,175000,2011
A Screaming Man,FM,9900.0,175000,2011
Nostalgia for the Light,Icar.,164000.0,13700,2011
Anchor Baby,AGF,15800.0,161000,2011
Road to Nowhere,Mont.,40300.0,121000,2011
Octubre,NYer,32100.0,96700,2011
The Arbor,Strand,21600.0,105000,2011
Mysteries of Lisbon,MBox,111000.0,14900,2011
Vidal Sassoon: The Movie,P4,86000.0,38600,2011
"Tuesday, After Christmas",Lorb.,27800.0,36200,2011
Brotherhood (2011),P4,19700.0,12700,2011
I'm Glad My Mother is Alive,Strand,8700.0,13200,2011
Aurora,CGld,5700.0,5100,2011
To Die Like a Man,Strand,4000.0,900,2011
Marvel's The Avengers,BV,623400000.0,895500000,2012
Skyfall,Sony,304400000.0,804200000,2012
The Dark Knight Rises,WB,448100000.0,636800000,2012
The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000,2012
Ice Age: Continental Drift,Fox,161300000.0,715900000,2012
The Twilight Saga: Breaking Dawn Part 2,LG/S,292300000.0,537400000,2012
The Amazing Spider-Man,Sony,262000000.0,495900000,2012
Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000,2012
The Hunger Games,LGF,408000000.0,286400000,2012
MIB 3,Sony,179000000.0,445000000,2012
Life of Pi,Fox,125000000.0,484000000,2012
Ted,Uni.,218800000.0,330600000,2012
Brave,BV,237300000.0,303200000,2012
Wreck-It Ralph,BV,189400000.0,281800000,2012
Les Miserables (2012),Uni.,148800000.0,293000000,2012
The Intouchables (U.S.-only),Wein.,10200000.0,416400000,2012
Django Unchained,Wein.,162800000.0,262600000,2012
Prometheus,Fox,126500000.0,276900000,2012
Snow White and the Huntsman,Uni.,155300000.0,241300000,2012
Taken 2,Fox,139900000.0,236300000,2012
Hotel Transylvania,Sony,148300000.0,210100000,2012
Dr. Seuss' The Lorax,Uni.,214000000.0,134800000,2012
Titanic 3D,Par.,57900000.0,285700000,2012
Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000,2012
The Expendables 2,LGF,85000000.0,229900000,2012
Rise of the Guardians,P/DW,103400000.0,203500000,2012
Wrath of the Titans,WB,83700000.0,221600000,2012
Battleship,Uni.,65400000.0,237600000,2012
John Carter,BV,73100000.0,211100000,2012
The Bourne Legacy,Uni.,113200000.0,162900000,2012
Lincoln,BV,182200000.0,93100000,2012
Dark Shadows,WB,79700000.0,165800000,2012
Resident Evil: Retribution,SGem,42300000.0,197700000,2012
Silver Linings Playbook,Wein.,132100000.0,104300000,2012
American Reunion,Uni.,57000000.0,178000000,2012
Argo,WB,136000000.0,96300000,2012
Jack Reacher,Par.,80100000.0,138300000,2012
Safe House,Uni.,126400000.0,81700000,2012
21 Jump Street,Sony,138400000.0,63100000,2012
Total Recall (2012),Sony,58900000.0,139600000,2012
The Vow,SGem,125000000.0,71100000,2012
Mirror Mirror,Rela.,64900000.0,118100000,2012
The Impossible,LG/S,19000000.0,161300000,2012
The Dictator,Par.,59700000.0,119700000,2012
Looper,TriS,66500000.0,110000000,2012
Magic Mike,WB,113700000.0,53500000,2012
Flight,Par.,93800000.0,68000000,2012
Underworld Awakening,SGem,62300000.0,97800000,2012
This Means War,Fox,54800000.0,101700000,2012
The Secret World of Arrietty,BV,19200000.0,126400000,2012
Paranormal Activity 4,Par.,53900000.0,88900000,2012
Step Up Revolution,LG/S,35100000.0,105400000,2012
The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000,2012
Zero Dark Thirty,Sony,95700000.0,37100000,2012
Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000,2012
Cloud Atlas,WB,27100000.0,103400000,2012
The Woman in Black,CBS,54300000.0,73400000,2012
Chronicle (2012),Fox,64599999.0,62100000,2012
The Pirates! Band of Misfits,Sony,31100000.0,92000000,2012
Parental Guidance,Fox,77300000.0,42500000,2012
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000,2012
Pitch Perfect,Uni.,65000000.0,50300000,2012
Hope Springs,Sony,63500000.0,50700000,2012
ParaNorman,Focus,56000000.0,51100000,2012
The Campaign,WB,86900000.0,18000000,2012
Let the Bullets Fly,Vari.,63000.0,104300000,2012
Star Wars: Episode I - The Phantom Menace (in 3D),Fox,43500000.0,59300000,2012
Project X,WB,54700000.0,48000000,2012
The Devil Inside,Par.,53300000.0,48500000,2012
The Lucky One,WB,60500000.0,38900000,2012
Contraband,Uni.,66500000.0,29700000,2012
Think Like a Man,SGem,91500000.0,4500000,2012
This Is 40,Uni.,67500000.0,20500000,2012
The Inbetweeners Movie,WHE,36000.0,88000000,2012
The Possession,LGF,49100000.0,36300000,2012
What to Expect When You're Expecting,LGF,41200000.0,43200000,2012
The Thieves,WGUSA,686000.0,82800000,2012
Savages (2012),Uni.,47400000.0,35600000,2012
Frankenweenie,BV,35300000.0,46200000,2012
Act of Valor,Rela.,70000000.0,11300000,2012
Masquerade (2012),CJ,923000.0,79800000,2012
Sinister,LG/S,48100000.0,29600000,2012
The Grey,ORF,51600000.0,25700000,2012
Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000,2012
To Rome with Love,SPC,16700000.0,56600000,2012
Here Comes the Boom,Sony,45300000.0,27800000,2012
Finding Nemo (3D),BV,41100000.0,28200000,2012
Anna Karenina,Focus,12800000.0,56100000,2012
The Watch,Fox,35400000.0,32900000,2012
Moonrise Kingdom,Focus,45500000.0,22800000,2012
Tyler Perry's Madea's Witness Protection,LGF,65700000.0,1200000,2012
The Cabin in the Woods,LGF,42100000.0,24400000,2012
Beauty and the Beast (3D),BV,47600000.0,14400000,2012
Rock of Ages,WB (NL),38500000.0,20900000,2012
That's My Boy,Sony,36900000.0,20800000,2012
The Odd Life of Timothy Green,BV,51900000.0,4200000,2012
The Three Stooges,Fox,44300000.0,10500000,2012
The Five-Year Engagement,Uni.,28800000.0,25100000,2012
Lawless,Wein.,37400000.0,16300000,2012
Silent Hill: Revelation 3D,ORF,17500000.0,34800000,2012
Red Tails,Fox,49900000.0,489000,2012
"Monsters, Inc. (3D)",BV,34000000.0,16200000,2012
Trouble with the Curve,WB,35800000.0,13200000,2012
Little White Lies,MPI,206000.0,48300000,2012
End of Watch,ORF,41000000.0,7100000,2012
Man on a Ledge,LG/S,18600000.0,27600000,2012
House at the End of The Street,Rela.,31600000.0,12700000,2012
The Guilt Trip,Par.,37100000.0,4700000,2012
A Werewolf Boy,CJ,343000.0,41300000,2012
Safe (2012),LGF,17100000.0,23200000,2012
Killing Them Softly,Wein.,15000000.0,22900000,2012
Chernobyl Diaries,WB,18100000.0,19000000,2012
One For the Money,LGF,26400000.0,10500000,2012
Dredd,LGF,13400000.0,22200000,2012
Tyler Perry's Good Deeds,LGF,35000000.0,553000,2012
Arbitrage,RAtt.,7900000.0,27600000,2012
Chimpanzee,BV,29000000.0,5900000,2012
Alex Cross,LG/S,25900000.0,8700000,2012
Salmon Fishing in the Yemen,CBS,9000000.0,25500000,2012
Fetih 1453: The Conquest of Constantinople,NeoC,35700.0,34400000,2012
Cirque Du Soleil: Worlds Away,Par.,12500000.0,21600000,2012
The Perks of Being a Wallflower,LG/S,17700000.0,15600000,2012
Haywire,Rela.,18900000.0,14400000,2012
Katy Perry: Part of Me,Par.,25300000.0,7400000,2012
Lockout,FD,14300000.0,17900000,2012
Joyful Noise,WB,30900000.0,226000,2012
Premium Rush,Sony,20300000.0,10800000,2012
The Raven,Rela.,16000000.0,13600000,2012
Rowdy Rathore,UTV,777000.0,28600000,2012
Dragon (2012),RTWC,11100.0,29100000,2012
Bol Bachchan,FIP,1200000.0,27600000,2012
The Master,Wein.,16399999.0,11900000,2012
Rust and Bone,SPC,2100000.0,23700000,2012
Big Miracle,Uni.,20200000.0,4600000,2012
Sparkle (2012),TriS,24400000.0,240000,2012
To the Arctic (IMAX),WB,14600000.0,9100000,2012
Hitchcock,FoxS,6000000.0,17600000,2012
A Thousand Words,P/DW,18500000.0,3600000,2012
Wanderlust,Uni.,17500000.0,4200000,2012
Beasts of the Southern Wild,FoxS,12800000.0,8300000,2012
Polisse,IFC,211000.0,20200000,2012
Amour,SPC,6700000.0,13100000,2012
The Man with the Iron Fists,Uni.,15600000.0,4099999,2012
Seven Psychopaths,CBS,15000000.0,4400000,2012
Gone,LG/S,11700000.0,6400000,2012
Norwegian Wood,RF,13000.0,17600000,2012
The Cold Light of Day,LG/S,3800000.0,13100000,2012
My Way (2012),CJ,70200.0,16500000,2012
Tomorrow When the War Began,Free,4900.0,16500000,2012
We Have a Pope,IFC,548000.0,15600000,2012
Headhunters,Magn.,1200000.0,14500000,2012
Hit and Run,ORF,13700000.0,704000,2012
War of the Buttons (2012),Wein.,47800.0,13800000,2012
Red Lights (2012),MNE,52600.0,13500000,2012
The Words,CBS,11500000.0,1700000,2012
Silent House,ORF,12800000.0,347000,2012
Friends with Kids,RAtt.,7300000.0,5800000,2012
The Well-Digger's Daughter,KL,386000.0,12200000,2012
Klown,Drft.,68800.0,12400000,2012
Seeking Justice,Anch.,412000.0,11900000,2012
Bachelorette,RTWC,448000.0,11500000,2012
This Must Be the Place,Wein.,144000.0,11600000,2012
Fun Size,Par.,9400000.0,2000000,2012
Rec 3: Genesis,Magn.,9600.0,10100000,2012
Delicacy,Cohen,499000.0,9200000,2012
Seeking a Friend for the End of the World,Focus,7100000.0,2600000,2012
The Apparition,WB,4900000.0,4700000,2012
For Greater Glory,ArcEnt,5700000.0,4000000,2012
Hysteria,SPC,1800000.0,7700000,2012
The Sessions,FoxS,6000000.0,3100000,2012
Ruby Sparks,FoxS,2500000.0,6600000,2012
Hyde Park on Hudson,Focus,6400000.0,2500000,2012
On the Road,IFC,744000.0,8000000,2012
Boy (2012),PalUni,256000.0,8400000,2012
Piranha 3DD,W/Dim.,377000.0,8100000,2012
Easy Money (2012),Wein.,206000.0,8199999,2012
Space Dogs 3D,EpicPics,14400.0,8300000,2012
Bel Ami,Magn.,120000.0,8199999,2012
Promised Land (2012),Focus,7600000.0,541000,2012
Iron Sky,EOne,122000.0,8000000,2012
Casa De Mi Padre,LGF,5900000.0,2100000,2012
Heroine,UTV,599000.0,7400000,2012
A Royal Affair,Magn.,1500000.0,6000000,2012
All Together,KL,43200.0,7200000,2012
My Worst Nightmare,Strand,22000.0,7100000,2012
Monsieur Lazhar (U.S.-only),MBox,2000000.0,4600000,2012
Goon,Magn.,4200000.0,2300000,2012
Cosmopolis,EOne,764000.0,5300000,2012
Chasing Mavericks,Fox,6000000.0,600,2012
Declaration of War,IFC,59100.0,5800000,2012
Puella Magi Madoka Magica the Movie,Elev.,180000.0,5600000,2012
Albert Nobbs,RAtt.,3000000.0,2600000,2012
In Darkness,SPC,1000000.0,4500000,2012
Farewell My Queen,Cohen,1600000.0,3700000,2012
Girl in Progress,LGF,2600000.0,2000000,2012
"Jeff, Who Lives at Home",ParV,4300000.0,148000,2012
Barbara,AF,1000000.0,3100000,2012
Nitro Circus the Movie 3D,ArcEnt,3400000.0,526000,2012
The Lady,Cohen,355000.0,3400000,2012
Branded,RAtt.,354000.0,3400000,2012
The Rabbi's Cat,GK,23400.0,3700000,2012
Killer Joe,LD,2000000.0,1700000,2012
Hara-Kiri: Death of a Samurai,Trib.,75700.0,3400000,2012
Intruders,MNE,69100.0,2900000,2012
A Simple Life,CL,192000.0,2600000,2012
Simon and the Oaks,TFA,151000.0,2400000,2012
Kid With a Bike,IFC,1500000.0,1000000,2012
Chico & Rita,GK,351000.0,1900000,2012
Stolen (2012),MNE,304000.0,1800000,2012
The Imposter,IM,898000.0,1100000,2012
The Day I Saw Your Heart,FM,3500.0,2000000,2012
Tales of the Night,GK,11000.0,1700000,2012
Beloved (2012),IFC,138000.0,1500000,2012
360,Magn.,100000.0,1600000,2012
2 Days in New York,Magn.,633000.0,1000000,2012
Hermano,MBox,29900.0,1600000,2012
Lay the Favorite,RTWC,21000.0,1600000,2012
Soldiers of Fortune,RAtt.,38900.0,1500000,2012
I Wish,Magn.,146000.0,1400000,2012
The Salt of Life,Zeit.,317000.0,1200000,2012
Chicken with Plums,SPC,254000.0,1200000,2012
The Paperboy,MNE,693000.0,661000,2012
Unforgivable,Strand,154000.0,1200000,2012
A Little Bit of Heaven,MNE,15400.0,1300000,2012
Meerkats,NGE,778000.0,482000,2012
Once Upon a Time in Anatolia,CGld,152000.0,1000000,2012
Coriolanus,Wein.,757000.0,315000,2012
Elles,KL,158000.0,754000,2012
W.E.,Wein.,583000.0,285000,2012
Breathing,KL,4600.0,803000,2012
Free Men,FM,53800.0,564000,2012
Sister (2012),AF,155000.0,400000,2012
Bully (2012),Wein.,279000.0,182000,2012
Apartment 143,Magn.,400.0,426000,2012
Universal Soldier: Day of Reckoning,Magn.,5500.0,364000,2012
17 Girls,Strand,15100.0,186000,2012
Butter,RTWC,105000.0,70700,2012
Kill List,IFC,29100.0,143000,2012
Toys in the Attic,Hann.,64900.0,61600,2012
Wagner & Me,FRun,37700.0,41000,2012
Attenberg,Strand,24000.0,45900,2012
North Sea Texas,Strand,28300.0,16700,2012
Cirkus Columbia,Strand,3500.0,9500,2012
Frozen,BV,400700000.0,875700000,2013
Iron Man 3,BV,409000000.0,805800000,2013
Despicable Me 2,Uni.,368100000.0,602700000,2013
The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000,2013
The Hunger Games: Catching Fire,LGF,424700000.0,440300000,2013
Fast & Furious 6,Uni.,238700000.0,550000000,2013
Monsters University,BV,268500000.0,475700000,2013
Gravity,WB,274100000.0,449100000,2013
Man of Steel,WB,291000000.0,377000000,2013
Thor: The Dark World,BV,206400000.0,438200000,2013
The Croods,Fox,187200000.0,400000000,2013
World War Z,Par.,202400000.0,337600000,2013
Oz The Great and Powerful,BV,234900000.0,258399999,2013
Star Trek Into Darkness,Par.,228800000.0,238600000,2013
The Wolverine,Fox,132600000.0,282300000,2013
Pacific Rim,WB,101800000.0,309200000,2013
The Wolf of Wall Street,Par.,116900000.0,275100000,2013
G.I. Joe: Retaliation,Par.,122500000.0,253200000,2013
The Hangover Part III,WB,112200000.0,249800000,2013
The Great Gatsby (2013),WB,144800000.0,208800000,2013
Now You See Me,LG/S,117700000.0,234000000,2013
The Smurfs 2,Sony,71000000.0,276500000,2013
The Conjuring,WB (NL),137400000.0,182100000,2013
A Good Day to Die Hard,Fox,67300000.0,237300000,2013
Oblivion,Uni.,89100000.0,197100000,2013
Elysium,TriS,93100000.0,193100000,2013
Turbo,Fox,83000000.0,199500000,2013
Cloudy with a Chance of Meatballs 2,Sony,119800000.0,154500000,2013
We're the Millers,WB (NL),150400000.0,119600000,2013
Epic,Fox,107500000.0,160900000,2013
The Lone Ranger,BV,89300000.0,171200000,2013
American Hustle,Sony,150100000.0,101100000,2013
Grown Ups 2,Sony,133699999.0,113300000,2013
After Earth,Sony,60500000.0,183300000,2013
Planes,BV,90300000.0,149000000,2013
The Heat,Fox,159600000.0,70300000,2013
Hansel and Gretel: Witch Hunters,Par.,55700000.0,170600000,2013
Captain Phillips,Sony,107100000.0,111700000,2013
White House Down,Sony,73100000.0,132300000,2013
Percy Jackson: Sea of Monsters,Fox,68600000.0,131300000,2013
Lost in Thailand,WAMCR,57400.0,197700000,2013
Jack the Giant Slayer,WB (NL),65200000.0,132500000,2013
The Secret Life of Walter Mitty,Fox,58200000.0,129900000,2013
12 Years a Slave,FoxS,56700000.0,131100000,2013
Lee Daniels' The Butler,Wein.,116600000.0,60000000,2013
Identity Thief,Uni.,134500000.0,39500000,2013
Anchorman 2: The Legend Continues,Par.,125200000.0,46300000,2013
Olympus Has Fallen,FD,98900000.0,71300000,2013
Insidious Chapter 2,FD,83600000.0,78300000,2013
Lone Survivor,Uni.,125100000.0,29700000,2013
Jackass Presents: Bad Grandpa,Par.,102000000.0,49800000,2013
47 Ronin,Uni.,38400000.0,113400000,2013
Red 2,LG/S,53300000.0,94800000,2013
Mama,Uni.,71600000.0,74800000,2013
Escape Plan,LG/S,25100000.0,112200000,2013
Last Vegas,CBS,63900000.0,70500000,2013
2 Guns,Uni.,75600000.0,56300000,2013
Walking with Dinosaurs,Fox,36100000.0,90500000,2013
This is the End,Sony,101500000.0,24600000,2013
Ender's Game,LG/S,61700000.0,63800000,2013
Prisoners,WB,61000000.0,61100000,2013
Saving Mr. Banks,BV,83300000.0,34600000,2013
Warm Bodies,LG/S,66400000.0,50600000,2013
Jurassic Park 3D,Uni.,45400000.0,71100000,2013
Personal Tailor,CL,376000.0,115800000,2013
Free Birds,Rela.,55800000.0,54600000,2013
Gangster Squad,WB,46000000.0,59200000,2013
Philomena,Wein.,37700000.0,62400000,2013
Instructions Not Included,LGF,44500000.0,54600000,2013
Riddick,Uni.,42000000.0,56300000,2013
Safe Haven,Rela.,71300000.0,26200000,2013
Evil Dead (2013),TriS,54200000.0,43300000,2013
Blue Jasmine,SPC,33400000.0,64099999,2013
The Mortal Instruments: City of Bones,SGem,31200000.0,64200000,2013
The Internship,Fox,44700000.0,48800000,2013
Rush (2013),Uni.,26900000.0,63300000,2013
The Purge,Uni.,64500000.0,24900000,2013
Dhoom 3,Yash,8000000.0,80000000,2013
About Time,Uni.,15300000.0,71800000,2013
Pain and Gain,Par.,49900000.0,36300000,2013
Carrie (2013),SGem,35300000.0,49500000,2013
The Family (2013),Rela.,36900000.0,41500000,2013
Scary Movie 5,W/Dim.,32000000.0,46400000,2013
R.I.P.D.,Uni.,33600000.0,44700000,2013
Tiny Times,CL,23500.0,77700000,2013
The Book Thief,Fox,21500000.0,55100000,2013
Escape From Planet Earth,Wein.,57000000.0,17600000,2013
August: Osage County,Wein.,37700000.0,36500000,2013
The Best Man Holiday,Uni.,70500000.0,2300000,2013
Young Detective Dee: Rise of the Sea Dragon,WAMCR,87800.0,72200000,2013
The Counselor,Fox,17000000.0,54000000,2013
The Call,TriS,51900000.0,16700000,2013
One Direction: This is Us,TriS,28900000.0,39700000,2013
The Grandmaster,Wein.,6600000.0,57500000,2013
Side Effects (2013),ORF,32200000.0,31200000,2013
The Host (2013),ORF,26600000.0,36700000,2013
Runner Runner,Fox,19300000.0,43400000,2013
From Up on Poppy Hill,GK,1000000.0,60000000,2013
Kick-Ass 2,Uni.,28800000.0,32000000,2013
A Haunted House,ORF,40000000.0,20100000,2013
Beautiful Creatures (2013),WB,19500000.0,40600000,2013
Quartet,Wein.,18400000.0,41100000,2013
Dallas Buyers Club,Focus,27300000.0,27900000,2013
The Face Reader,PM&E,516000.0,54100000,2013
Tyler Perry's A Madea Christmas,LGF,52500000.0,853000,2013
Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,52000000.0,1200000,2013
Delivery Man,BV,30700000.0,19300000,2013
The Berlin File,CJ,665000.0,48300000,2013
The Last Stand,LGF,12100000.0,36300000,2013
21 and Over,Rela.,25700000.0,22400000,2013
Her (2013),WB,25600000.0,21800000,2013
Tiny Times 2,CL,43800.0,47200000,2013
Texas Chainsaw 3D,LGF,34300000.0,12900000,2013
The Big Wedding,LGF,21800000.0,24700000,2013
Parker,FD,17600000.0,28600000,2013
The World's End,Focus,26000000.0,20100000,2013
Grudge Match,WB,29800000.0,15100000,2013
Homefront,ORF,20200000.0,22900000,2013
Jobs,ORF,16100000.0,19800000,2013
The Place Beyond the Pines,Focus,21400000.0,14100000,2013
Inside Llewyn Davis,CBS,13200000.0,19700000,2013
Mud,RAtt.,21600000.0,11000000,2013
Movie 43,Rela.,8800000.0,23600000,2013
Kevin Hart: Let Me Explain,LG/S,32200000.0,74000,2013
Spring Breakers,A24,14100000.0,17600000,2013
New World (2013),WGUSA,458000.0,31200000,2013
Don Jon,Rela.,24500000.0,6000000,2013
I Give It a Year,Magn.,34700.0,28200000,2013
Nebraska,Par.,17700000.0,10000000,2013
The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000,2013
Mandela: Long Walk to Freedom,Wein.,8300000.0,19000000,2013
Khumba,MNE,1000.0,27200000,2013
Dark Skies,W/Dim.,17400000.0,9000000,2013
Enough Said,FoxS,17600000.0,7700000,2013
Trance,FoxS,2300000.0,21900000,2013
"The Way, Way Back",FoxS,21500000.0,1700000,2013
Kon-Tiki,Wein.,1500000.0,21300000,2013
Baggage Claim,FoxS,21600000.0,887000,2013
Diana,EOne,335000.0,21400000,2013
The Great Beauty,Jan.,2900000.0,18500000,2013
The Sapphires,Wein.,2500000.0,18000000,2013
The Company You Keep,SPC,5100000.0,14500000,2013
The Bling Ring,A24,5800000.0,13300000,2013
Dead Man Down,FD,10900000.0,7200000,2013
Fruitvale Station,Wein.,16100000.0,1300000,2013
Battle of the Year,SGem,8900000.0,7700000,2013
Out of the Furnace,Rela.,11300000.0,4300000,2013
Billy and Buddy,Distrib.,900.0,15200000,2013
Machete Kills,ORF,8000000.0,7000000,2013
Journey to the South Pacific,Imax,7600000.0,6500000,2013
Paranoia,Rela.,7400000.0,6400000,2013
All Is Lost,RAtt.,6300000.0,7400000,2013
Puella Magi Madoka Magica the Movie: Rebellion,Elev.,376000.0,12600000,2013
Stoker,FoxS,1700000.0,10400000,2013
In the House,Cohen,390000.0,11500000,2013
I'm So Excited,SPC,1400000.0,10400000,2013
Haute Cuisine,Wein.,218000.0,11200000,2013
Before Midnight,SPC,8100000.0,3100000,2013
Only God Forgives,RTWC,779000.0,9900000,2013
The Past,SPC,1300000.0,9300000,2013
Love is All You Need,SPC,1600000.0,8400000,2013
Tyler Perry Presents Peeples,LGF,9200000.0,130000,2013
Jerusalem,NGE,8000000.0,1300000,2013
The Fifth Estate,BV,3300000.0,5300000,2013
Upside Down,MNE,105000.0,8000000,2013
Metallica Through the Never,PH,3400000.0,4600000,2013
Pulling Strings,LGF,5800000.0,2000000,2013
Black Nativity,FoxS,7000000.0,436000,2013
Blue Is the Warmest Color,IFC,2200000.0,5200000,2013
Unfinished Song,Wein.,1700000.0,5300000,2013
The Angels' Share,IFC,347000.0,6700000,2013
The Sweeney,EOne,26700.0,6300000,2013
Populaire,Wein.,179000.0,5300000,2013
Broken Circle Breakdown,Trib.,175000.0,5300000,2013
Fists of Legend,CJ,134000.0,5300000,2013
