title,studio,domestic_gross,foreign_gross,year
Oldboy (2013),FD,2200000.0,2700000,2013
Commitment,WGUSA,76500.0,4500000,2013
White Elephant,Strand,8900.0,4400000,2013
You Will Be My Son,Cohen,285000.0,3600000,2013
Pieta,Drft.,22100.0,3600000,2013
Mental,Da.,17700.0,3600000,2013
The To-Do List,CBS,3500000.0,74600,2013
Mr. Nobody,Magn.,3600.0,3500000,2013
Capital,Cohen,102000.0,2400000,2013
The East,FoxS,2300000.0,99700,2013
Reality (2013),Osci.,72600.0,2200000,2013
The Sorcerer and the White Snake,Magn.,18800.0,2100000,2013
Starbuck (U.S. only),E1,340000.0,1300000,2013
Therese,MPI,102000.0,1500000,2013
Lovelace,RTWC,357000.0,1200000,2013
Violeta Went to Heaven,KL,21500.0,1200000,2013
The Wall (2013),MBox,38700.0,1100000,2013
Ain't Them Bodies Saints,IFC,397000.0,635000,2013
The Monk,ATO,13500.0,794000,2013
Salinger,Wein.,584000.0,67000,2013
You Ain't Seen Nothin' Yet,KL,18900.0,488000,2013
Shadow Dancer,Magn.,101000.0,319000,2013
Tai Chi Hero,WGUSA,35100.0,347000,2013
A Bottle in the Gaza Sea,FM,5900.0,306000,2013
The Silence,MBox,100000.0,132000,2013
Transformers: Age of Extinction,Par.,245400000.0,858600000,2014
The Hobbit: The Battle of the Five Armies,WB (NL),255100000.0,700900000,2014
Guardians of the Galaxy,BV,333200000.0,440200000,2014
Maleficent,BV,241400000.0,517100000,2014
The Hunger Games: Mockingjay - Part 1,LGF,337100000.0,418200000,2014
X-Men: Days of Future Past,Fox,233900000.0,513900000,2014
Captain America: The Winter Soldier,BV,259800000.0,454500000,2014
Dawn of the Planet of the Apes,Fox,208500000.0,502100000,2014
The Amazing Spider-Man 2,Sony,202900000.0,506100000,2014
Interstellar,Par.,188000000.0,489400000,2014
Big Hero 6,BV,222500000.0,435300000,2014
How to Train Your Dragon 2,Fox,177000000.0,444500000,2014
American Sniper,WB,350100000.0,197300000,2014
Godzilla (2014),WB,200700000.0,328400000,2014
Rio 2,Fox,131500000.0,368600000,2014
Teenage Mutant Ninja Turtles (2014),Par.,191200000.0,302100000,2014
The LEGO Movie,WB,257800000.0,211400000,2014
Lucy,Uni.,126700000.0,336700000,2014
Penguins of Madagascar,Fox,83400000.0,289700000,2014
Edge of Tomorrow,WB,100200000.0,270300000,2014
Gone Girl,Fox,167800000.0,201600000,2014
Night at the Museum: Secret of the Tomb,Fox,113700000.0,249500000,2014
Noah,Par.,101200000.0,261399999,2014
The Maze Runner,Fox,102400000.0,245900000,2014
300: Rise of An Empire,WB,106600000.0,231000000,2014
22 Jump Street,Sony,191700000.0,139600000,2014
The Fault in our Stars,Fox,124900000.0,182300000,2014
Divergent,LG/S,150900000.0,137900000,2014
Mr. Peabody & Sherman,Fox,111500000.0,164200000,2014
Neighbors,Uni.,150200000.0,120500000,2014
Exodus: Gods and Kings,Fox,65000000.0,203200000,2014
Annabelle,WB (NL),84300000.0,172800000,2014
Hercules (2014),Par.,72700000.0,172100000,2014
RoboCop (2014),Sony,58600000.0,184100000,2014
The Imitation Game,Wein.,91100000.0,142400000,2014
Non-Stop,Uni.,92200000.0,130600000,2014
Dracula Untold,Uni.,56300000.0,160800000,2014
The Expendables 3,LGF,39300000.0,175300000,2014
Into the Woods,BV,128000000.0,85100000,2014
Fury (2014),Sony,85800000.0,126000000,2014
Journey to the West,Magn.,18100.0,205600000,2014
Need for Speed,BV,43600000.0,159700000,2014
The Other Woman (2014),Fox,83900000.0,112800000,2014
The Equalizer,Sony,101500000.0,90800000,2014
Breakup Buddies,CL,778000.0,188200000,2014
The Grand Budapest Hotel,FoxS,59300000.0,115500000,2014
Dumb and Dumber To,Uni.,86200000.0,83600000,2014
Unbroken,Uni.,115600000.0,47800000,2014
Into The Storm,WB (NL),47600000.0,114100000,2014
The Monuments Men,Sony,78000000.0,77000000,2014
Ride Along,Uni.,134900000.0,19500000,2014
Planes: Fire & Rescue,BV,59200000.0,92200000,2014
Let's Be Cops,Fox,82400000.0,55800000,2014
Jack Ryan: Shadow Recruit,Par.,50600000.0,84900000,2014
Annie (2014),Sony,85900000.0,47900000,2014
Blended,WB,46300000.0,81700000,2014
Sex Tape,Sony,38500000.0,87500000,2014
The Theory of Everything,Focus,35900000.0,87800000,2014
The Nut Job,ORF,64300000.0,56600000,2014
The Wind Rises,BV,5200000.0,112700000,2014
Pompeii,TriS,23200000.0,94600000,2014
The Admiral: Roaring Currents,CJ,2600000.0,109600000,2014
The Purge: Anarchy,Uni.,72000000.0,40000000,2014
The Boxtrolls,Focus,50800000.0,58400000,2014
Horrible Bosses 2,WB,54400000.0,53200000,2014
Ouija,Uni.,50900000.0,52700000,2014
Birdman,FoxS,42300000.0,60900000,2014
Transcendence,WB,23000000.0,80000000,2014
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,67000000.0,34400000,2014
Heaven is for Real,TriS,91400000.0,9900000,2014
Tammy,WB (NL),84500000.0,16000000,2014
P.K.,UTV,10600000.0,89800000,2014
The Book of Life (2014),Fox,50200000.0,49600000,2014
Paranormal Activity: The Marked Ones,Par.,32500000.0,58400000,2014
The Hundred-Foot Journey,BV,54200000.0,34600000,2014
John Wick,LG/S,43000000.0,45700000,2014
Deliver Us From Evil,SGem,30600000.0,57400000,2014
A Million Ways to Die in the West,Uni.,43100000.0,44100000,2014
Snowpiercer,RTWC,4600000.0,82200000,2014
Step Up All In,LG/S,14900000.0,71300000,2014
The Judge,WB,47100000.0,37300000,2014
Muppets Most Wanted,BV,51200000.0,29200000,2014
If I Stay,WB (NL),50500000.0,28400000,2014
"I, Frankenstein",LGF,19100000.0,52100000,2014
The Attorney,WGUSA,557000.0,70000000,2014
Think Like a Man Too,SGem,65200000.0,5000000,2014
Brick Mansions,Rela.,20400000.0,48500000,2014
Stalingrad (2014),Sony,1000000.0,67099999,2014
Son of God,Fox,59700000.0,8100000,2014
Jersey Boys,WB,47000000.0,20600000,2014
The Giver,Wein.,45100000.0,21900000,2014
Selma,Par.,52100000.0,14700000,2014
God's Not Dead,Free,60800000.0,3900000,2014
Thunder and the House of Magic!,Shout!,4100.0,64200000,2014
Begin Again,Wein.,16200000.0,47300000,2014
The Legend of Hercules,LG/S,18800000.0,42400000,2014
Evangelion: 3.0 You Can (Not) Redo,Elev.,175000.0,60300000,2014
Dolphin Tale 2,WB,42000000.0,15800000,2014
St. Vincent,Wein.,44100000.0,10700000,2014
No Good Deed (2014),SGem,52500000.0,1800000,2014
A Walk Among the Tombstones,Uni.,26300000.0,26900000,2014
3 Days to Kill,Rela.,30700000.0,21900000,2014
Wild (2014),FoxS,37900000.0,14600000,2014
Magic in the Moonlight,SPC,10500000.0,40500000,2014
Dragon Ball Z: Battle of Gods,SV,2600000.0,47800000,2014
About Last Night (2014),SGem,48600000.0,365000,2014
Whiplash,SPC,13100000.0,35900000,2014
Chef,ORF,31400000.0,14500000,2014
Earth to Echo,Rela.,38900000.0,6400000,2014
Boyhood,IFC,25400000.0,19100000,2014
Oculus,Rela.,27700000.0,16300000,2014
Bang Bang,FIP,2500000.0,39500000,2014
As Above/So Below,Uni.,21300000.0,20600000,2014
This is Where I Leave You,WB,34300000.0,7000000,2014
That Awkward Moment,Focus,26100000.0,14400000,2014
Frank Miller's Sin City: A Dame to Kill For,W/Dim.,13800000.0,25600000,2014
The Gambler,Par.,33700000.0,5600000,2014
Million Dollar Arm,BV,36500000.0,2800000,2014
Nightcrawler,ORF,32400000.0,6300000,2014
Devil's Due,Fox,15800000.0,21100000,2014
A Most Wanted Man,RAtt.,17200000.0,19000000,2014
The Best of Me,Rela.,26800000.0,9200000,2014
Endless Love (2014),Uni.,23400000.0,11300000,2014
Get On Up,Uni.,30700000.0,2700000,2014
The November Man,Rela.,25000000.0,7500000,2014
The Pirates,WGUSA,416000.0,32100000,2014
Winter's Tale,WB,12600000.0,18500000,2014
Draft Day,LG/S,28800000.0,620000,2014
Big Eyes,Wein.,14500000.0,14800000,2014
The Divine Move,CJ,137000.0,27800000,2014
Top Five,Par.,25300000.0,800000,2014
Iceman (2014),WGUSA,7700.0,26000000,2014
And So It Goes,CE,15200000.0,10200000,2014
On the Other Side of the Tracks,Wein.,9600.0,25100000,2014
The Players,Wein.,10900.0,24600000,2014
The Tale of The Princess Kaguya,GK,703000.0,23500000,2014
A Haunted House 2,ORF,17300000.0,6600000,2014
The Railway Man,Wein.,4400000.0,17900000,2014
Mr. Turner,SPC,4000000.0,18200000,2014
The Suspect (2014),WGUSA,219000.0,21400000,2014
Bears,BV,17800000.0,3500000,2014
Yves Saint Laurent,Wein.,724000.0,20300000,2014
Labor Day,Par.,13400000.0,6900000,2014
"Like Father, Like Son (2014)",IFC,335000.0,19600000,2014
Left Behind (2014),Free,14000000.0,5700000,2014
Legends of Oz: Dorothy's Return,CE,8500000.0,10200000,2014
The Drop,FoxS,10700000.0,7900000,2014
The Quiet Ones,LGF,8500000.0,9300000,2014
Sabotage (2014),ORF,10500000.0,7000000,2014
Road to Ninja - Naruto the Movie,Elev.,43200.0,17300000,2014
Calvary,FoxS,3600000.0,13300000,2014
The Pyramid,Fox,2800000.0,14100000,2014
Tyler Perry's The Single Moms Club,LGF,16000000.0,364000,2014
Beyond Outrage,Magn.,3900.0,16200000,2014
Before I Go To Sleep,CE,3200000.0,12200000,2014
Vampire Academy,Wein.,7800000.0,7600000,2014
Inherent Vice,WB,8100000.0,6600000,2014
Island of Lemurs: Madagascar (IMAX),WB,11300000.0,2800000,2014
The Two Faces of January,Magn.,507000.0,13000000,2014
Fading Gigolo,MNE,3800000.0,9600000,2014
A Most Violent Year,A24,5700000.0,6300000,2014
The Interview (2014),Sony,6100000.0,5200000,2014
One Chance,Wein.,101000.0,10800000,2014
Bicycling with Moliere,Strand,59900.0,10700000,2014
Wetlands,Strand,59500.0,10500000,2014
The Babadook,IFC,964000.0,9300000,2014
Nymphomaniac: Volume I,Magn.,786000.0,9500000,2014
Gladiators of Rome,VPD,8200.0,10100000,2014
Mood Indigo,Drft.,303000.0,9500000,2014
Alan Partridge: The Movie,Magn.,153000.0,9600000,2014
Venus in Fur,IFC,374000.0,8000000,2014
Filth,Magn.,34400.0,8300000,2014
What If (2014),CBS,3500000.0,4400000,2014
Finding Fanny,FIP,616000.0,7100000,2014
Pride (2014),CBS,1400000.0,6100000,2014
Chinese Puzzle,Cohen,339000.0,7100000,2014
A Long Way Down,Magn.,13300.0,7200000,2014
"Two Days, One Night",IFC,1400000.0,5400000,2014
A Letter to Momo,GK,71700.0,6700000,2014
Le Chef,Cohen,343000.0,5900000,2014
Mas Negro Que La Noche,LGF,870000.0,5200000,2014
French Gigolo (Cliente),IFC,3000.0,6000000,2014
The Trip to Italy,IFC,2900000.0,3000000,2014
The Immigrant,Wein.,2000000.0,3800000,2014
Wish I Was Here,Focus,3600000.0,1900000,2014
Under the Skin (2014),A24,2600000.0,2800000,2014
The French Minister,IFC,12000.0,5100000,2014
Ernest & Celestine,GK,262000.0,4800000,2014
Tracks (2014),Wein.,510000.0,4400000,2014
The Love Punch,KE,267000.0,4500000,2014
Diplomacy,Zeit.,231000.0,3700000,2014
Horns,RTWC,174000.0,3700000,2014
Ragnarok,Magn.,1400.0,3700000,2014
Veronica Mars,WB,3300000.0,195000,2014
Enemy,A24,1000000.0,2400000,2014
Words and Pictures,RAtt.,2200000.0,1200000,2014
The Protector 2,Magn.,2500.0,3300000,2014
The Rover,A24,1100000.0,2100000,2014
The Mystery of Happiness,Strand,8500.0,3200000,2014
The German Doctor,Gold.,418000.0,2600000,2014
Citizenfour,RTWC,2800000.0,202000,2014
A Coffee in Berlin,MBox,150000.0,2600000,2014
Living is Easy with Eyes Closed,Outs,11600.0,2600000,2014
A Five Star Life,MBox,307000.0,2200000,2014
Blood Ties (2014),RAtt.,42500.0,2400000,2014
The Guest (2014),PH,333000.0,2000000,2014
Life of Riley,KL,11600.0,2300000,2014
Marius,KL,9800.0,2200000,2014
"Men, Women & Children",Par.,706000.0,1500000,2014
Nymphomaniac: Volume II,Magn.,327000.0,1900000,2014
"20,000 Days on Earth",Drft.,280000.0,1800000,2014
Make Your Move,HTR,125000.0,1300000,2014
Bright Days Ahead,Trib.,21800.0,1400000,2014
Postman Pat: The Movie,Shout!,1500.0,1300000,2014
Just a Sigh,Distrib.,75500.0,1200000,2014
For a Woman,FM,32299.0,1200000,2014
Why Don't You Play in Hell,Drft.,28500.0,1200000,2014
The Way He Looks,Strand,101000.0,1100000,2014
Ilo Ilo,FM,56800.0,1100000,2014
Jackpot,DR,800.0,1100000,2014
Borgman,Drft.,57500.0,952000,2014
The Disappearance of Eleanor Rigby,Wein.,588000.0,397000,2014
Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),MBox,3300.0,797000,2014
The Zero Theorem,Ampl.,258000.0,513000,2014
Archipelago,KL,7800.0,492000,2014
The Congress,Drft.,138000.0,318000,2014
Bjork - Biophilia Live,CP,128000.0,306000,2014
The Last Sentence,MBox,62500.0,265000,2014
7 Boxes,BGP,38100.0,267000,2014
Gabrielle (2014),EOne,5500.0,222000,2014
Unrelated,KL,4500.0,154000,2014
May in the Summer,Cohen,22000.0,112000,2014
Life's a Breeze,Magn.,3500.0,99700,2014
Policeman,Crnth,11300.0,27000,2014
Star Wars: The Force Awakens,BV,936700000.0,"1,131.6",2015
Jurassic World,Uni.,652300000.0,"1,019.4",2015
Furious 7,Uni.,353000000.0,"1,163.0",2015
Avengers: Age of Ultron,BV,459000000.0,946400000,2015
Minions,Uni.,336000000.0,823400000,2015
Spectre,Sony,200100000.0,680600000,2015
Inside Out,BV,356500000.0,501100000,2015
Mission: Impossible - Rogue Nation,Par.,195000000.0,487700000,2015
The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000,2015
The Martian,Fox,228400000.0,401700000,2015
Fifty Shades of Grey,Uni.,166200000.0,404800000,2015
Cinderella (2015),BV,201200000.0,342400000,2015
The Revenant,Fox,183600000.0,349300000,2015
Ant-Man,BV,180200000.0,339100000,2015
Hotel Transylvania 2,Sony,169700000.0,305100000,2015
San Andreas,WB (NL),155200000.0,318800000,2015
Terminator: Genisys,Par.,89800000.0,350800000,2015
Kingsman: The Secret Service,Fox,128300000.0,286100000,2015
Home (2015),Fox,177400000.0,208600000,2015
Mad Max: Fury Road,WB,153600000.0,224800000,2015
The Good Dinosaur,BV,123100000.0,209100000,2015
Taken 3,Fox,89300000.0,237200000,2015
The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000,2015
Maze Runner: The Scorch Trials,Fox,81700000.0,230600000,2015
The Divergent Series: Insurgent,LG/S,130199999.0,167100000,2015
Pitch Perfect 2,Uni.,184300000.0,103200000,2015
Paddington,W/Dim.,76300000.0,191800000,2015
Mojin: The Lost Legend,WGUSA,1200000.0,258100000,2015
Lost in Hong Kong,WGUSA,1300000.0,255000000,2015
The Peanuts Movie,Fox,130199999.0,116100000,2015
Pixels,Sony,78700000.0,166100000,2015
Daddy's Home,Par.,150400000.0,92400000,2015
Spy,Fox,110800000.0,124800000,2015
Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000,2015
Goodbye Mr. Loser,CL,1300000.0,226800000,2015
Ted 2,Uni.,81500000.0,135200000,2015
Tomorrowland,BV,93400000.0,115700000,2015
Everest (2015),Uni.,43500000.0,159900000,2015
Straight Outta Compton,Uni.,161200000.0,40400000,2015
The Intern,WB,75800000.0,118800000,2015
Jupiter Ascending,WB,47400000.0,136600000,2015
Creed,WB (NL),109800000.0,63800000,2015
Fantastic Four,Fox,56100000.0,111900000,2015
Bridge of Spies,BV,72300000.0,93200000,2015
Focus (2015),WB,53900000.0,105200000,2015
The Hateful Eight,Wein.,54100000.0,101600000,2015
Goosebumps,Sony,80100000.0,70100000,2015
The Last Witch Hunter,LG/S,27400000.0,119600000,2015
The Taking of Tiger Mountain,WGUSA,229000.0,141400000,2015
Trainwreck,Uni.,110200000.0,30600000,2015
Mr. Six,CL,1400000.0,137800000,2015
Point Break (2015),WB,28800000.0,104900000,2015
The Big Short,Par.,70300000.0,63200000,2015
Pan,WB,35100000.0,93300000,2015
Wolf Totem,Sony,211000.0,125600000,2015
Magic Mike XXL,WB,66000000.0,56500000,2015
Dragon Blade,LGP,74100.0,121500000,2015
Seventh Son,Uni.,17200000.0,97000000,2015
Insidious Chapter 3,Focus,52200000.0,60800000,2015
Get Hard,WB,90400000.0,21400000,2015
The Man From U.N.C.L.E.,WB,45400000.0,64400000,2015
Paul Blart: Mall Cop 2,Sony,71000000.0,36600000,2015
Shaun the Sheep Movie,LGF,19400000.0,86800000,2015
Sisters,Uni.,87000000.0,18000000,2015
Vacation,WB (NL),58900000.0,46000000,2015
Chappie,Sony,31600000.0,70500000,2015
Joy,Fox,56500000.0,44700000,2015
Black Mass,WB,62600000.0,37200000,2015
Devil and Angel (E Gun Tian Shi),CL,131000.0,98500000,2015
The Visit,Uni.,65200000.0,33200000,2015
Spotlight,ORF,45100000.0,53200000,2015
Poltergeist (2015),Fox,47400000.0,48000000,2015
In the Heart of the Sea,WB,25000000.0,68900000,2015
Southpaw,Wein.,52400000.0,39500000,2015
The Second Best Exotic Marigold Hotel,FoxS,33100000.0,52900000,2015
Paper Towns,Fox,32000000.0,53500000,2015
Sicario,LGF,46900000.0,38000000,2015
Hitman: Agent 47,Fox,22500000.0,59900000,2015
The Wedding Ringer,SGem,64500000.0,15300000,2015
Paranormal Activity: The Ghost Dimension,Par.,18300000.0,60600000,2015
Crimson Peak,Uni.,31100000.0,43600000,2015
The Transporter Refueled,EC,16000000.0,56600000,2015
Run All Night,WB,26500000.0,45200000,2015
The Age of Adaline,LGF,42600000.0,23000000,2015
The Danish Girl,Focus,11100000.0,53100000,2015
Unfriended,Uni.,32500000.0,31600000,2015
The Longest Ride,Fox,37400000.0,25500000,2015
Brooklyn,FoxS,38300000.0,23800000,2015
Dragon Ball Z: Resurrection 'F',FUN,8000000.0,53800000,2015
Woman in Gold,Wein.,33299999.0,28300000,2015
Krampus,Uni.,42700000.0,18800000,2015
The Walk,TriS,10100000.0,51000000,2015
The Perfect Guy,SGem,57000000.0,3200000,2015
The Gift (2015),STX,43800000.0,15200000,2015
No Escape,Wein.,27300000.0,27100000,2015
Sinister 2,Focus,27700000.0,25100000,2015
Prem Ratan Dhan Payo,FIP,4400000.0,48200000,2015
The Boy Next Door,Uni.,35400000.0,17000000,2015
The Night Before,Sony,43000000.0,9300000,2015
Hot Pursuit,WB (NL),34600000.0,17100000,2015
The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,944000.0,50200000,2015
The Himalayas,CJ,697000.0,49800000,2015
Entourage,WB,32400000.0,16900000,2015
The Woman in Black 2: Angel of Death,Rela.,26500000.0,22400000,2015
Concussion (2015),Sony,34500000.0,14100000,2015
Mortdecai,LGF,7700000.0,39600000,2015
Coming Home (2015),SPC,378000.0,46400000,2015
"McFarland, USA",BV,44500000.0,1200000,2015
Max (2015),WB,42700000.0,1300000,2015
Still Alice,SPC,18800000.0,25100000,2015
The DUFF,LGF,34000000.0,9500000,2015
Legend,Uni.,1900000.0,41100000,2015
The Gallows,WB (NL),22800000.0,20200000,2015
Love the Coopers,LGF,26300000.0,16100000,2015
The Lady in the Van,SPC,10000000.0,31400000,2015
Ricki and the Flash,TriS,26800000.0,14500000,2015
Carol,Wein.,12700000.0,27600000,2015
The Lazarus Effect,Rela.,25800000.0,12600000,2015
The Water Diviner,WB,4200000.0,34000000,2015
A Walk in the Woods,BG,29500000.0,8000000,2015
Ex Machina,A24,25400000.0,11400000,2015
Burnt,Wein.,13700000.0,23000000,2015
Room,A24,14700000.0,20700000,2015
The Secret in their Eyes (2015),STX,20200000.0,14700000,2015
Steve Jobs,Uni.,17800000.0,16700000,2015
Victor Frankenstein,Fox,5800000.0,28500000,2015
Project Almanac,Par.,22300000.0,10900000,2015
Self/Less,Focus,12300000.0,18200000,2015
Far from the Madding Crowd,FoxS,12200000.0,18000000,2015
Mr. Holmes,RAtt.,17700000.0,11600000,2015
Love & Mercy,RAtt.,12600000.0,16100000,2015
Irrational Man,SPC,4000000.0,23400000,2015
American Ultra,LGF,14400000.0,12700000,2015
Wild Tales,SPC,3100000.0,23900000,2015
Aloha,Sony,21100000.0,5200000,2015
"Love, Rosie",TFA,20400.0,25600000,2015
The 33,WB,12200000.0,12700000,2015
Capture the Flag,Par.,6700.0,24600000,2015
The Gunman,ORF,10700000.0,13500000,2015
Go Away Mr. Tumor,CL,287000.0,21500000,2015
Blackhat,Uni.,8000000.0,11600000,2015
Dope,ORF,17500000.0,480000,2015
Brothers: Blood Against Blood,FIP,614000.0,17200000,2015
While We're Young,A24,7600000.0,9700000,2015
Monkey Kingdom,BV,16399999.0,711000,2015
Macbeth (2015),Wein.,1100000.0,15200000,2015
Scouts Guide to the Zombie Apocalypse,Par.,3700000.0,12400000,2015
Suffragette,Focus,4700000.0,11300000,2015
Unfinished Business,Fox,10200000.0,4200000,2015
Do You Believe?,PFR,13000000.0,1400000,2015
Strange Magic,BV,12400000.0,1200000,2015
Hot Tub Time Machine 2,Par.,12300000.0,767000,2015
Child 44,LG/S,1200000.0,11700000,2015
We Are Your Friends,WB,3600000.0,7500000,2015
Danny Collins,BST,5600000.0,5200000,2015
Kung Fu Killer,WGUSA,130000.0,10000000,2015
A Little Chaos,FCW,558000.0,9500000,2015
The Loft,ORF,6000000.0,4099999,2015
The Young & Prodigious T.S. Spivet,Wein.,174000.0,9300000,2015
Shanghai,Wein.,46400.0,9200000,2015
Me and Earl and the Dying Girl,FoxS,6800000.0,2300000,2015
Shaandaar,FIP,522000.0,7800000,2015
Trumbo (2015),BST,7900000.0,378000,2015
Grandma (2015),SPC,7000000.0,107000,2015
What We Do in the Shadows,U/P,3500000.0,2800000,2015
Anomalisa,Par.,3800000.0,1900000,2015
Pawn Sacrifice,BST,2400000.0,3100000,2015
Serena,Magn.,176000.0,4900000,2015
Mr. X,FIP,45000.0,5000000,2015
Back to the Future Day,UHE,1700000.0,3200000,2015
Trash,FCW,17500.0,4800000,2015
"Buen Dia, Ramon",FIP,154000.0,4500000,2015
Hamari Adhuri Kahani,FIP,235000.0,4200000,2015
Escobar: Paradise Lost,RTWC,196000.0,3600000,2015
By the Sea,Uni.,538000.0,2800000,2015
Sleeping with Other People,IFC,819000.0,2400000,2015
Jimmy's Hall,SPC,561000.0,2600000,2015
Remember (Canada Release),EOne,547000.0,2500000,2015
Captive (2015),Par.,2600000.0,218000,2015
He Named Me Malala,FoxS,2700000.0,97100,2015
Jem and the Holograms,Uni.,2200000.0,149000,2015
Beloved Sisters,MBox,54000.0,2200000,2015
The Riot Club,IFC,7700.0,2100000,2015
Janis: Little Girl Blue,FR,410000.0,1200000,2015
'71,RAtt.,1300000.0,355000,2015
Maps to the Stars,FCW,351000.0,988000,2015
Cartel Land,Orch.,704000.0,422000,2015
The D Train,IFC,673000.0,102000,2015
Black Panthers: Vanguard of the Revolution,PBS,517000.0,67200,2015
Love Thy Nature,ITL,41100.0,11800,2015
Captain America: Civil War,BV,408100000.0,745200000,2016
Rogue One: A Star Wars Story,BV,532200000.0,523900000,2016
Finding Dory,BV,486300000.0,542300000,2016
Zootopia,BV,341300000.0,682500000,2016
The Jungle Book (2016),BV,364000000.0,602500000,2016
The Secret Life of Pets,Uni.,368400000.0,507100000,2016
Batman v Superman: Dawn of Justice,WB,330400000.0,543300000,2016
Fantastic Beasts and Where To Find Them,WB,234000000.0,580000000,2016
Deadpool,Fox,363100000.0,420000000,2016
Suicide Squad,WB,325100000.0,421700000,2016
Doctor Strange,BV,232600000.0,445100000,2016
Moana,BV,248800000.0,394600000,2016
Sing,Uni.,270400000.0,363800000,2016
The Mermaid (Mei ren yu),Sony,3200000.0,550600000,2016
X-Men: Apocalypse,Fox,155400000.0,388500000,2016
Kung Fu Panda 3,Fox,143500000.0,377600000,2016
La La Land,LG/S,151100000.0,295000000,2016
Warcraft,Uni.,47400000.0,386300000,2016
Jason Bourne,Uni.,162400000.0,253100000,2016
Ice Age: Collision Course,Fox,64099999.0,344500000,2016
Independence Day: Resurgence,Fox,103100000.0,286500000,2016
Monster Hunt,FR,32800.0,385300000,2016
The Legend of Tarzan,WB,126600000.0,230100000,2016
The Angry Birds Movie,Sony,107500000.0,244800000,2016
Trolls,Fox,153700000.0,193200000,2016
Star Trek Beyond,Par.,158800000.0,184600000,2016
Now You See Me 2,LG/S,65099999.0,269800000,2016
The Conjuring 2,WB (NL),102500000.0,217900000,2016
Passengers (2016),Sony,100000000.0,203100000,2016
Dangal,UTV,12400000.0,290500000,2016
Alice Through the Looking Glass,BV,77000000.0,222400000,2016
Miss Peregrine's Home for Peculiar Children,Fox,87200000.0,209200000,2016
Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000.0,163600000,2016
Assassin's Creed,Fox,54600000.0,186300000,2016
Sully,WB,125100000.0,115700000,2016
Hidden Figures,Fox,169600000.0,66300000,2016
Ghostbusters (2016),Sony,128400000.0,100800000,2016
Inferno,Sony,34300000.0,185700000,2016
Central Intelligence,WB (NL),127400000.0,89500000,2016
Bridget Jones's Baby,Uni.,24300000.0,187700000,2016
Me Before You,WB (NL),56200000.0,152100000,2016
London Has Fallen,Focus,62500000.0,143200000,2016
Arrival,Par.,100500000.0,102800000,2016
The Monkey King 2 in 3D,CL,710000.0,193000000,2016
Bad Moms,STX,113300000.0,70700000,2016
Storks,WB,72700000.0,110700000,2016
The BFG,BV,55500000.0,127900000,2016
The Divergent Series: Allegiant,LG/S,66200000.0,113100000,2016
Hacksaw Ridge,LGF,67200000.0,108100000,2016
The Girl on the Train (2016),Uni.,75400000.0,97800000,2016
Operation Mekong,WGUSA,800000.0,172300000,2016
